x,y,z
34920,22227,44366
46484,47504,19110
7813,52500,23969
64871,13897,32580
13101,21357,40761
64823,23531,58038
27181,56318,41992
19982,44528,5933
64464,6654,37099
31447,11603,35228
30255,7862,41435
30365,35850,495
25407,36453,36012
10579,21431,50148
23601,712,26026
32408,60296,187
40558,27590,20886
36618,9974,2245
23566,23991,35566
39943,26056,26968
28593,49060,40917
9956,20801,61444
39767,3691,7121
36526,56509,57992
39629,52051,39307
60620,15084,33018
55772,65364,15034
35987,42948,42533
63925,42212,44630
55743,51309,60161
25378,57914,36246
65507,50088,55256
55927,8450,24949
58789,6855,27088
54897,28440,53619
27765,15317,36264
23447,33367,50608
39349,4191,52872
55368,63507,65328
12492,30195,59983
38654,11700,45803
27117,19574,30315
16909,53495,46768
18290,23236,39619
3703,43670,39829
41608,46288,29290
7162,7694,31113
34637,62859,59147
17536,3300,14109
55563,59294,15618
45407,24838,8230
20612,15497,30110
59898,4429,30530
10865,36167,9451
10709,56487,31559
23699,44665,16791
63737,55626,43920
34428,2861,61466
26957,4260,59694
41995,36030,7566
49296,7515,34099
24048,53407,45355
24174,59229,44061
36368,29827,14132
58666,49017,49728
863,33175,47104
44509,35058,62078
49175,32708,32724
29502,6371,3575
46434,62561,56199
27940,40286,47216
51306,498,25874
40686,18242,54003
42764,5493,24482
50380,18029,63944
22848,56120,53295
48476,43591,54397
13347,64449,24681
41819,42593,59887
57230,39209,48749
17929,58955,34134
14017,62954,54521
47365,26257,29069
63426,362,48134
24615,61951,50955
46279,61895,3313
5138,49052,43758
60334,242,37764
3128,15707,12777
43695,3436,31910
20330,15584,24454
60694,6826,56611
28606,27641,42767
3412,18159,49738
36852,46143,59085
36850,3698,44684
42898,49922,46217
38382,24215,54477
63209,11890,54995
58228,65487,59581
14648,39557,62233
7007,3009,54592
11834,24157,28938
62356,10291,41913
49015,44025,22693
54587,49290,63539
47696,38438,59578
12759,35450,52085
50450,57069,46466
7777,49403,44789
42662,25733,8179
31146,62758,54203
55739,14076,1962
37474,30809,17625
56475,33139,47004
40045,40846,7802
47827,63386,2282
42601,22341,7807
51770,61945,41040
13813,30091,18758
8898,6575,34769
27879,29764,61662
6393,42761,45488
33553,12200,13356
18735,26572,24385
1517,31640,19817
32903,46998,12516
18246,13699,1006
5686,20421,38765
41590,42937,12784
61594,5751,33744
59531,9319,46007
39324,3682,65016
32664,8804,53172
52850,48248,31547
24710,63962,41735
53913,60812,32250
54246,10171,38598
63067,63317,15860
28882,49818,62245
20760,19089,29648
5564,60470,40609
17300,32385,46318
48327,20069,24754
37937,55836,22831
65394,1868,6057
37189,49213,41486
33575,45356,41938
17744,4611,19878
16398,61521,405
23450,54566,59253
63045,64047,23145
29873,8917,41478
5879,35542,58567
15017,64124,40097
38037,2000,62027
25140,27992,56817
64319,43650,40543
43941,27658,19671
62862,20888,21092
26207,6088,21
16223,47983,5499
61127,13723,54511
62708,16562,17088
33148,13436,65528
31033,24473,37463
37001,3180,65020
12260,13050,44857
19323,31915,63437
58422,41016,42227
17819,25133,58115
18975,28146,62157
62193,29815,15964
50404,50946,42670
15809,34352,5610
2337,4215,36769
43603,59648,33065
36393,695,64792
15835,57568,60045
54785,29255,15229
38771,53594,46790
33759,23704,26656
51155,33967,34105
5788,38803,115
60824,47768,39479
28704,10058,3165
34741,10486,23723
30722,29060,52416
27188,3024,30167
31582,38129,26733
48001,35975,54271
40716,21819,57219
17581,47561,24113
17788,26953,60930
14415,19540,59755
23467,48039,60991
44406,26565,47644
197,38227,53702
26867,9297,11189
52009,61832,56058
44745,42797,29014
56410,6413,15005
7228,23041,53663
31662,58635,10338
2691,27018,39160
21689,14552,60057
47098,41665,55821
51630,13638,13758
43955,2921,7955
20526,60150,61075
57817,61985,4106
45090,1815,17379
28944,52272,1303
29881,50552,60373
47223,21236,54317
34080,15677,59904
30728,41027,62563
9044,61594,56755
45130,4600,5581
39056,25060,47899
56659,12575,64310
7920,48205,46162
36216,10800,21348
59560,33192,57702
49932,37787,19533
1337,58189,13038
52932,44107,62814
38887,47030,10142
10657,30400,53366
49874,6050,54267
45657,65015,65534
51048,6213,57759
34442,33349,15736
50157,39853,57858
9069,42803,22939
2298,38216,43703
63235,38373,4636
45140,40439,62557
8816,25052,36459
13702,57552,54865
49649,53672,34898
37925,43932,39272
36146,15089,23852
9095,4486,30026
54746,10619,8531
58403,34984,43403
42507,55528,38416
8344,29539,33732
64767,29782,5415
65452,7099,32512
58406,32904,51039
667,18551,25312
47386,4968,9806
32691,53279,30907
3970,57961,61372
53404,15225,25714
53358,26312,58912
61390,51594,27464
21064,61248,58466
3777,49303,4284
14441,63655,7821
10380,50092,44707
2782,51498,14791
41418,11145,6981
57431,26880,21328
32700,3969,33740
9522,893,54322
41457,58504,33127
37800,9849,34218
53696,38625,10983
22323,65462,58282
30436,16270,59081
40080,16690,52998
40291,14704,32790
24822,39074,30221
42906,64275,12788
14190,37799,25429
15736,56260,12360
59248,42929,63137
10376,50728,10472
14878,14786,55529
32387,36814,30909
5758,56237,24447
20471,8398,54778
60296,37060,2752
52504,49456,46634
22433,22673,23251
25478,30416,50514
25252,47168,18892
53313,40982,51137
33629,19676,50977
51057,4329,55886
39995,8553,58868
2418,50371,53390
28036,23028,4378
23147,33418,41801
29041,12376,58897
31467,20123,42260
35312,14387,38670
40730,19040,62803
40781,41041,16624
50398,48420,46996
33953,14465,24432
54326,39268,4038
17756,22163,27657
45646,14103,34113
51544,42852,49021
41874,57645,58556
54750,22337,46579
46307,18897,55658
51538,25801,8519
60018,8135,2811
41203,41113,5912
19460,36845,31599
4584,45792,64716
31685,43744,21417
31443,23468,28961
42351,50062,10487
21334,23553,40732
39269,63704,3632
35143,3986,52402
60264,3621,26500
18199,56840,30700
49509,58911,16523
2531,48183,11183
46774,3415,35762
48361,35344,12762
657,63188,46707
12090,21405,51731
9112,15815,28656
36107,51609,5509
28726,9684,956
33750,16000,44395
45602,27329,7980
53527,2783,58260
41856,49567,6508
43646,21212,37888
4665,19536,17164
16119,4991,38620
47941,22275,2897
25547,39788,56521
45973,47791,473
12973,44590,48975
58677,51300,55872
367,10209,55201
37077,46285,57357
44581,57328,32166
28056,2303,16599
28204,61199,49811
39406,29874,22029
46841,14154,1992
9594,51037,53569
20338,14261,41894
36502,6528,45804
46668,64627,11853
41224,24899,52069
54261,32997,14189
50475,52752,45931
30482,38920,26388
32049,12574,1368
44825,21059,39946
11099,60517,31844
23993,63058,63343
26654,31382,8247
7990,55708,43924
21145,601,53151
53746,61757,26047
2196,38470,5687
44001,52151,56934
12495,42698,43097
62350,5945,51901
1623,32743,35728
40040,38973,50669
30178,9515,40760
33836,15863,10965
47684,43892,62930
49047,43365,31159
23356,24324,61832
19620,21673,52560
45035,16420,58516
31423,25343,64190
37295,27153,33460
40713,9232,46528
59421,1285,14215
44282,17329,24653
47491,59430,52554
10084,46665,38221
45913,18082,29475
63340,53061,23389
22534,38395,58568
14967,47825,21634
58164,50046,20255
11575,47970,52326
26368,54042,53408
20882,60907,65266
29854,33127,25022
30567,42775,55568
4386,64563,31761
40610,57034,22881
10443,16800,426
41647,51633,64753
53067,5826,59194
56633,13645,63867
21008,61870,33130
42048,25765,44366
52865,13923,19110
12118,6254,23969
55512,32219,32580
35791,35834,40761
1266,60871,58038
38259,38915,41992
9175,7917,5933
9435,21546,37099
9631,42298,35228
6754,26561,41435
23239,60715,495
12978,63994,36012
10790,11977,50148
8132,2349,26026
50492,64727,187
11842,52513,20886
38164,39114,2245
1542,35999,35566
55607,17960,26968
43424,18061,40917
20630,7285,61444
5466,35770,7121
51507,27469,57992
55457,2121,39307
38270,35846,33018
8679,58941,15034
2004,10592,42533
34782,22941,44630
5042,31021,60161
22956,20902,36246
49566,58451,55256
59540,12909,24949
44876,5432,27088
20716,529,53619
7548,7797,36264
47027,40838,50608
36957,42827,52872
14243,34358,65328
19305,36018,59983
47318,9444,45803
41714,54584,30315
14300,28385,46768
10778,29621,39619
44420,27521,39829
23397,37451,29290
59477,46671,31113
6011,49886,59147
9067,30002,14109
8346,15421,15618
58719,38492,8230
4431,59537,30110
2835,2156,30530
44987,2912,9451
45502,12445,31559
28246,58182,16791
43470,50693,43920
12599,47720,61466
10000,17775,59694
37784,42341,7566
36544,14186,34099
50733,2202,45355
36726,6439,44061
24656,7938,14132
20600,1786,49728
30650,51473,47104
48307,53394,62078
32881,34012,32724
19237,15185,3575
56341,54588,56199
52043,5897,47216
7466,40460,25874
32849,5292,54003
50469,1191,24482
48626,21518,63944
18501,3109,53295
53770,51771,54397
60692,16408,24681
34654,27272,59887
64432,28330,48749
62679,43924,34134
22540,60066,54521
62359,9953,29069
7175,43751,48134
28093,16881,50955
14620,22227,3313
26143,47504,43758
13150,52500,37764
14952,13897,12777
5220,21357,31910
8975,23531,24454
24408,56318,56611
49652,44528,42767
61621,6654,49738
10652,11603,59085
32226,7862,44684
1099,35850,46217
51744,36453,54477
26901,21431,54995
14730,712,59581
21184,60296,62233
34115,27590,54592
23192,9974,28938
56801,23991,41913
37266,26056,22693
30104,49060,63539
61003,20801,59578
44466,3691,52085
15366,56509,46466
64010,52051,44789
28080,15084,8179
21164,65364,54203
29058,42948,1962
12827,42212,17625
41427,51309,47004
62984,57914,7802
50497,50088,2282
29490,8450,7807
17185,6855,41040
35638,28440,18758
37951,15317,34769
23059,33367,61662
33007,4191,45488
31431,63507,13356
13103,30195,24385
58775,11700,19817
31696,19574,12516
30947,53495,1006
34920,23236,38765
46484,43670,12784
7813,46288,33744
64871,7694,46007
13101,62859,65016
64823,3300,53172
27181,59294,31547
19982,24838,41735
64464,15497,32250
31447,4429,38598
30255,36167,15860
30365,56487,62245
25407,44665,29648
10579,55626,40609
23601,2861,46318
32408,4260,24754
40558,36030,22831
36618,7515,6057
23566,53407,41486
39943,59229,41938
28593,29827,19878
9956,49017,405
39767,33175,59253
36526,35058,23145
39629,32708,41478
60620,6371,58567
55772,62561,40097
35987,40286,62027
63925,498,56817
55743,18242,40543
25378,5493,19671
65507,18029,21092
55927,56120,21
58789,43591,5499
54897,64449,54511
27765,42593,17088
23447,39209,65528
39349,58955,37463
55368,62954,65020
12492,26257,44857
38654,362,63437
27117,61951,42227
16909,61895,58115
18290,49052,62157
3703,242,15964
41608,15707,42670
7162,3436,5610
34637,15584,36769
17536,6826,33065
55563,27641,64792
45407,18159,60045
20612,46143,15229
59898,3698,46790
10865,49922,26656
10709,24215,34105
23699,11890,115
63737,65487,39479
34428,39557,3165
26957,3009,23723
41995,24157,52416
49296,10291,30167
24048,44025,26733
24174,49290,54271
36368,38438,57219
58666,35450,24113
863,57069,60930
44509,49403,59755
49175,25733,60991
29502,62758,47644
46434,14076,53702
27940,30809,11189
51306,33139,56058
40686,40846,29014
42764,63386,15005
50380,22341,53663
22848,61945,10338
48476,30091,39160
13347,6575,60057
41819,29764,55821
57230,42761,13758
17929,12200,7955
14017,26572,61075
47365,31640,4106
63426,46998,17379
24615,13699,1303
46279,20421,60373
5138,42937,54317
60334,5751,59904
3128,9319,62563
43695,3682,56755
20330,8804,5581
60694,48248,47899
28606,63962,64310
3412,60812,46162
36852,10171,21348
36850,63317,57702
42898,49818,19533
38382,19089,13038
63209,60470,62814
58228,32385,10142
14648,20069,53366
7007,55836,54267
11834,1868,65534
62356,49213,57759
49015,45356,15736
54587,4611,57858
47696,61521,22939
12759,54566,43703
50450,64047,4636
7777,8917,62557
42662,35542,36459
31146,64124,54865
55739,2000,34898
37474,27992,39272
56475,43650,23852
40045,27658,30026
47827,20888,8531
42601,6088,43403
51770,47983,38416
13813,13723,33732
8898,16562,5415
27879,13436,32512
6393,24473,51039
33553,3180,25312
18735,13050,9806
1517,31915,30907
32903,41016,61372
18246,25133,25714
5686,28146,58912
41590,29815,27464
61594,50946,58466
59531,34352,4284
39324,4215,7821
32664,59648,44707
52850,695,14791
24710,57568,6981
53913,29255,21328
54246,53594,33740
63067,23704,54322
28882,33967,33127
20760,38803,34218
5564,47768,10983
17300,10058,58282
48327,10486,59081
37937,29060,52998
65394,3024,32790
37189,38129,30221
33575,35975,12788
17744,21819,25429
16398,47561,12360
23450,26953,63137
63045,19540,10472
29873,48039,55529
5879,26565,30909
15017,38227,24447
38037,9297,54778
25140,61832,2752
64319,42797,46634
43941,6413,23251
62862,23041,50514
26207,58635,18892
16223,27018,51137
61127,14552,50977
62708,41665,55886
33148,13638,58868
31033,2921,53390
37001,60150,4378
12260,61985,41801
19323,1815,58897
58422,52272,42260
17819,50552,38670
18975,21236,62803
62193,15677,16624
50404,41027,46996
15809,61594,24432
2337,4600,4038
43603,25060,27657
36393,12575,34113
15835,48205,49021
54785,10800,58556
38771,33192,46579
33759,37787,55658
51155,58189,8519
5788,44107,2811
60824,47030,5912
28704,30400,31599
34741,6050,64716
30722,65015,21417
27188,6213,28961
31582,33349,10487
48001,39853,40732
40716,42803,3632
17581,38216,52402
17788,38373,26500
14415,40439,30700
23467,25052,16523
44406,57552,11183
197,53672,35762
26867,43932,12762
52009,15089,46707
44745,4486,51731
56410,10619,28656
7228,34984,5509
31662,55528,956
2691,29539,44395
21689,29782,7980
47098,7099,58260
51630,32904,6508
43955,18551,37888
20526,4968,17164
57817,53279,38620
45090,57961,2897
28944,15225,56521
29881,26312,473
47223,51594,48975
34080,61248,55872
30728,49303,55201
9044,63655,57357
45130,50092,32166
39056,51498,16599
56659,11145,49811
7920,26880,22029
36216,3969,1992
59560,893,53569
49932,58504,41894
1337,9849,45804
52932,38625,11853
38887,65462,52069
10657,16270,14189
49874,16690,45931
45657,14704,26388
51048,39074,1368
34442,64275,39946
50157,37799,31844
9069,56260,63343
2298,42929,8247
63235,50728,43924
45140,14786,53151
8816,36814,26047
13702,56237,5687
49649,8398,56934
37925,37060,43097
36146,49456,51901
9095,22673,35728
54746,30416,50669
58403,47168,40760
42507,40982,10965
8344,19676,62930
64767,4329,31159
65452,8553,61832
58406,50371,52560
667,23028,58516
47386,33418,64190
32691,12376,33460
3970,20123,46528
53404,14387,14215
53358,19040,24653
61390,41041,52554
21064,48420,38221
3777,14465,29475
14441,39268,23389
10380,22163,58568
2782,14103,21634
41418,42852,20255
57431,57645,52326
32700,22337,53408
9522,18897,65266
41457,25801,25022
37800,8135,55568
53696,41113,31761
22323,36845,22881
30436,45792,426
40080,43744,64753
40291,23468,59194
24822,50062,63867
42906,23553,33130
14190,63704,44366
15736,3986,19110
59248,3621,23969
10376,56840,32580
14878,58911,40761
32387,48183,58038
5758,3415,41992
20471,35344,5933
60296,63188,37099
52504,21405,35228
22433,15815,41435
25478,51609,495
25252,9684,36012
53313,16000,50148
33629,27329,26026
51057,2783,187
39995,49567,20886
2418,21212,2245
28036,19536,35566
23147,4991,26968
29041,22275,40917
31467,39788,61444
35312,47791,7121
40730,44590,57992
40781,51300,39307
50398,10209,33018
33953,46285,15034
54326,57328,42533
17756,2303,44630
45646,61199,60161
51544,29874,36246
41874,14154,55256
54750,51037,24949
46307,14261,27088
51538,6528,53619
60018,64627,36264
41203,24899,50608
19460,32997,52872
4584,52752,65328
31685,38920,59983
31443,12574,45803
42351,21059,30315
21334,60517,46768
39269,63058,39619
35143,31382,39829
60264,55708,29290
18199,601,31113
49509,61757,59147
2531,38470,14109
46774,52151,15618
48361,42698,8230
657,5945,30110
12090,32743,30530
9112,38973,9451
36107,9515,31559
28726,15863,16791
33750,43892,43920
45602,43365,61466
53527,24324,59694
41856,21673,7566
43646,16420,34099
4665,25343,45355
16119,27153,44061
47941,9232,14132
25547,1285,49728
45973,17329,47104
12973,59430,62078
58677,46665,32724
367,18082,3575
37077,53061,56199
44581,38395,47216
28056,47825,25874
28204,50046,54003
39406,47970,24482
46841,54042,63944
9594,60907,53295
20338,33127,54397
36502,42775,24681
46668,64563,59887
41224,57034,48749
54261,16800,34134
50475,51633,54521
30482,5826,29069
32049,13645,48134
44825,61870,50955
11099,25765,3313
23993,13923,43758
26654,6254,37764
7990,32219,12777
21145,35834,31910
53746,60871,24454
2196,38915,56611
44001,7917,42767
12495,21546,49738
62350,42298,59085
1623,26561,44684
40040,60715,46217
30178,63994,54477
33836,11977,54995
47684,2349,59581
49047,64727,62233
23356,52513,54592
19620,39114,28938
45035,35999,41913
31423,17960,22693
37295,18061,63539
40713,7285,59578
59421,35770,52085
44282,27469,46466
47491,2121,44789
10084,35846,8179
45913,58941,54203
63340,10592,1962
22534,22941,17625
14967,31021,47004
58164,20902,7802
11575,58451,2282
26368,12909,7807
20882,5432,41040
29854,529,18758
30567,7797,34769
4386,40838,61662
40610,42827,45488
10443,34358,13356
41647,36018,24385
53067,9444,19817
56633,54584,12516
21008,28385,1006
42048,29621,38765
52865,27521,12784
12118,37451,33744
55512,46671,46007
35791,49886,65016
1266,30002,53172
38259,15421,31547
9175,38492,41735
9435,59537,32250
9631,2156,38598
6754,2912,15860
23239,12445,62245
12978,58182,29648
10790,50693,40609
8132,47720,46318
50492,17775,24754
11842,42341,22831
38164,14186,6057
1542,2202,41486
55607,6439,41938
43424,7938,19878
20630,1786,405
5466,51473,59253
51507,53394,23145
55457,34012,41478
38270,15185,58567
8679,54588,40097
2004,5897,62027
34782,40460,56817
5042,5292,40543
22956,1191,19671
49566,21518,21092
59540,3109,21
44876,51771,5499
20716,16408,54511
7548,27272,17088
47027,28330,65528
36957,43924,37463
14243,60066,65020
19305,9953,44857
47318,43751,63437
41714,16881,42227
14300,22227,58115
10778,47504,62157
44420,52500,15964
23397,13897,42670
59477,21357,5610
6011,23531,36769
9067,56318,33065
8346,44528,64792
58719,6654,60045
4431,11603,15229
2835,7862,46790
44987,35850,26656
45502,36453,34105
28246,21431,115
43470,712,39479
12599,60296,3165
10000,27590,23723
37784,9974,52416
36544,23991,30167
50733,26056,26733
36726,49060,54271
24656,20801,57219
20600,3691,24113
30650,56509,60930
48307,52051,59755
32881,15084,60991
19237,65364,47644
56341,42948,53702
52043,42212,11189
7466,51309,56058
32849,57914,29014
50469,50088,15005
48626,8450,53663
18501,6855,10338
53770,28440,39160
60692,15317,60057
34654,33367,55821
64432,4191,13758
62679,63507,7955
22540,30195,61075
62359,11700,4106
7175,19574,17379
28093,53495,1303
14620,23236,60373
26143,43670,54317
13150,46288,59904
14952,7694,62563
5220,62859,56755
8975,3300,5581
24408,59294,47899
49652,24838,64310
61621,15497,46162
10652,4429,21348
32226,36167,57702
1099,56487,19533
51744,44665,13038
26901,55626,62814
14730,2861,10142
21184,4260,53366
34115,36030,54267
23192,7515,65534
56801,53407,57759
37266,59229,15736
30104,29827,57858
61003,49017,22939
44466,33175,43703
15366,35058,4636
64010,32708,62557
28080,6371,36459
21164,62561,54865
29058,40286,34898
12827,498,39272
41427,18242,23852
62984,5493,30026
50497,18029,8531
29490,56120,43403
17185,43591,38416
35638,64449,33732
37951,42593,5415
23059,39209,32512
33007,58955,51039
31431,62954,25312
13103,26257,9806
58775,362,30907
31696,61951,61372
30947,61895,25714
34920,49052,58912
46484,242,27464
7813,15707,58466
64871,3436,4284
13101,15584,7821
64823,6826,44707
27181,27641,14791
19982,18159,6981
64464,46143,21328
31447,3698,33740
30255,49922,54322
30365,24215,33127
25407,11890,34218
10579,65487,10983
23601,39557,58282
32408,3009,59081
40558,24157,52998
36618,10291,32790
23566,44025,30221
39943,49290,12788
28593,38438,25429
9956,35450,12360
39767,57069,63137
36526,49403,10472
39629,25733,55529
60620,62758,30909
55772,14076,24447
35987,30809,54778
63925,33139,2752
55743,40846,46634
25378,63386,23251
65507,22341,50514
55927,61945,18892
58789,30091,51137
54897,6575,50977
27765,29764,55886
23447,42761,58868
39349,12200,53390
55368,26572,4378
12492,31640,41801
38654,46998,58897
27117,13699,42260
16909,20421,38670
18290,42937,62803
3703,5751,16624
41608,9319,46996
7162,3682,24432
34637,8804,4038
17536,48248,27657
55563,63962,34113
45407,60812,49021
20612,10171,58556
59898,63317,46579
10865,49818,55658
10709,19089,8519
23699,60470,2811
63737,32385,5912
34428,20069,31599
26957,55836,64716
41995,1868,21417
49296,49213,28961
24048,45356,10487
24174,4611,40732
36368,61521,3632
58666,54566,52402
863,64047,26500
44509,8917,30700
49175,35542,16523
29502,64124,11183
46434,2000,35762
27940,27992,12762
51306,43650,46707
40686,27658,51731
42764,20888,28656
50380,6088,5509
22848,47983,956
48476,13723,44395
13347,16562,7980
41819,13436,58260
57230,24473,6508
17929,3180,37888
14017,13050,17164
47365,31915,38620
63426,41016,2897
24615,25133,56521
46279,28146,473
5138,29815,48975
60334,50946,55872
3128,34352,55201
43695,4215,57357
20330,59648,32166
60694,695,16599
28606,57568,49811
3412,29255,22029
36852,53594,1992
36850,23704,53569
42898,33967,41894
38382,38803,45804
63209,47768,11853
58228,10058,52069
14648,10486,14189
7007,29060,45931
11834,3024,26388
62356,38129,1368
49015,35975,39946
54587,21819,31844
47696,47561,63343
12759,26953,8247
50450,19540,43924
7777,48039,53151
42662,26565,26047
31146,38227,5687
55739,9297,56934
37474,61832,43097
56475,42797,51901
40045,6413,35728
47827,23041,50669
42601,58635,40760
51770,27018,10965
13813,14552,62930
8898,41665,31159
27879,13638,61832
6393,2921,52560
33553,60150,58516
18735,61985,64190
1517,1815,33460
32903,52272,46528
18246,50552,14215
5686,21236,24653
41590,15677,52554
61594,41027,38221
59531,61594,29475
39324,4600,23389
32664,25060,58568
52850,12575,21634
24710,48205,20255
53913,10800,52326
54246,33192,53408
63067,37787,65266
28882,58189,25022
20760,44107,55568
5564,47030,31761
17300,30400,22881
48327,6050,426
37937,65015,64753
65394,6213,59194
37189,33349,63867
33575,39853,33130
17744,42803,44366
16398,38216,19110
23450,38373,23969
63045,40439,32580
29873,25052,40761
5879,57552,58038
15017,53672,41992
38037,43932,5933
25140,15089,37099
64319,4486,35228
43941,10619,41435
62862,34984,495
26207,55528,36012
16223,29539,50148
61127,29782,26026
62708,7099,187
33148,32904,20886
31033,18551,2245
37001,4968,35566
12260,53279,26968
19323,57961,40917
58422,15225,61444
17819,26312,7121
18975,51594,57992
62193,61248,39307
50404,49303,33018
15809,63655,15034
2337,50092,42533
43603,51498,44630
36393,11145,60161
15835,26880,36246
54785,3969,55256
38771,893,24949
33759,58504,27088
51155,9849,53619
5788,38625,36264
60824,65462,50608
28704,16270,52872
34741,16690,65328
30722,14704,59983
27188,39074,45803
31582,64275,30315
48001,37799,46768
40716,56260,39619
17581,42929,39829
17788,50728,29290
14415,14786,31113
23467,36814,59147
44406,56237,14109
197,8398,15618
26867,37060,8230
52009,49456,30110
44745,22673,30530
56410,30416,9451
7228,47168,31559
31662,40982,16791
2691,19676,43920
21689,4329,61466
47098,8553,59694
51630,50371,7566
43955,23028,34099
20526,33418,45355
57817,12376,44061
45090,20123,14132
28944,14387,49728
29881,19040,47104
47223,41041,62078
34080,48420,32724
30728,14465,3575
9044,39268,56199
45130,22163,47216
39056,14103,25874
56659,42852,54003
7920,57645,24482
36216,22337,63944
59560,18897,53295
49932,25801,54397
1337,8135,24681
52932,41113,59887
38887,36845,48749
10657,45792,34134
49874,43744,54521
45657,23468,29069
51048,50062,48134
34442,23553,50955
50157,63704,3313
9069,3986,43758
2298,3621,37764
63235,56840,12777
45140,58911,31910
8816,48183,24454
13702,3415,56611
49649,35344,42767
37925,63188,49738
36146,21405,59085
9095,15815,44684
54746,51609,46217
58403,9684,54477
42507,16000,54995
8344,27329,59581
64767,2783,62233
65452,49567,54592
58406,21212,28938
667,19536,41913
47386,4991,22693
32691,22275,63539
3970,39788,59578
53404,47791,52085
53358,44590,46466
61390,51300,44789
21064,10209,8179
3777,46285,54203
14441,57328,1962
10380,2303,17625
2782,61199,47004
41418,29874,7802
57431,14154,2282
32700,51037,7807
9522,14261,41040
41457,6528,18758
37800,64627,34769
53696,24899,61662
22323,32997,45488
30436,52752,13356
40080,38920,24385
40291,12574,19817
24822,21059,12516
42906,60517,1006
14190,63058,38765
15736,31382,12784
59248,55708,33744
10376,601,46007
14878,61757,65016
32387,38470,53172
5758,52151,31547
20471,42698,41735
60296,5945,32250
52504,32743,38598
22433,38973,15860
25478,9515,62245
25252,15863,29648
53313,43892,40609
33629,43365,46318
51057,24324,24754
39995,21673,22831
2418,16420,6057
28036,25343,41486
23147,27153,41938
29041,9232,19878
31467,1285,405
35312,17329,59253
40730,59430,23145
40781,46665,41478
50398,18082,58567
33953,53061,40097
54326,38395,62027
17756,47825,56817
45646,50046,40543
51544,47970,19671
41874,54042,21092
54750,60907,21
46307,33127,5499
51538,42775,54511
60018,64563,17088
41203,57034,65528
19460,16800,37463
4584,51633,65020
31685,5826,44857
31443,13645,63437
42351,61870,42227
21334,25765,58115
39269,13923,62157
35143,6254,15964
60264,32219,42670
18199,35834,5610
49509,60871,36769
2531,38915,33065
46774,7917,64792
48361,21546,60045
657,42298,15229
12090,26561,46790
9112,60715,26656
36107,63994,34105
28726,11977,115
33750,2349,39479
45602,64727,3165
53527,52513,23723
41856,39114,52416
43646,35999,30167
4665,17960,26733
16119,18061,54271
47941,7285,57219
25547,35770,24113
45973,27469,60930
12973,2121,59755
58677,35846,60991
367,58941,47644
37077,10592,53702
44581,22941,11189
28056,31021,56058
28204,20902,29014
39406,58451,15005
46841,12909,53663
9594,5432,10338
20338,529,39160
36502,7797,60057
46668,40838,55821
41224,42827,13758
54261,34358,7955
50475,36018,61075
30482,9444,4106
32049,54584,17379
44825,28385,1303
11099,29621,60373
23993,27521,54317
26654,37451,59904
7990,46671,62563
21145,49886,56755
53746,30002,5581
2196,15421,47899
44001,38492,64310
12495,59537,46162
62350,2156,21348
1623,2912,57702
40040,12445,19533
30178,58182,13038
33836,50693,62814
47684,47720,10142
49047,17775,53366
23356,42341,54267
19620,14186,65534
45035,2202,57759
31423,6439,15736
37295,7938,57858
40713,1786,22939
59421,51473,43703
44282,53394,4636
47491,34012,62557
10084,15185,36459
45913,54588,54865
63340,5897,34898
22534,40460,39272
14967,5292,23852
58164,1191,30026
11575,21518,8531
26368,3109,43403
20882,51771,38416
29854,16408,33732
30567,27272,5415
4386,28330,32512
40610,43924,51039
10443,60066,25312
41647,9953,9806
53067,43751,30907
56633,16881,61372
21008,22227,25714
42048,47504,58912
52865,52500,27464
12118,13897,58466
55512,21357,4284
35791,23531,7821
1266,56318,44707
38259,44528,14791
9175,6654,6981
9435,11603,21328
9631,7862,33740
6754,35850,54322
23239,36453,33127
12978,21431,34218
10790,712,10983
8132,60296,58282
50492,27590,59081
11842,9974,52998
38164,23991,32790
1542,26056,30221
55607,49060,12788
43424,20801,25429
20630,3691,12360
5466,56509,63137
51507,52051,10472
55457,15084,55529
38270,65364,30909
8679,42948,24447
2004,42212,54778
34782,51309,2752
5042,57914,46634
22956,50088,23251
49566,8450,50514
59540,6855,18892
44876,28440,51137
20716,15317,50977
7548,33367,55886
47027,4191,58868
36957,63507,53390
14243,30195,4378
19305,11700,41801
47318,19574,58897
41714,53495,42260
14300,23236,38670
10778,43670,62803
44420,46288,16624
23397,7694,46996
59477,62859,24432
6011,3300,4038
9067,59294,27657
8346,24838,34113
58719,15497,49021
4431,4429,58556
2835,36167,46579
44987,56487,55658
45502,44665,8519
28246,55626,2811
43470,2861,5912
12599,4260,31599
10000,36030,64716
37784,7515,21417
36544,53407,28961
50733,59229,10487
36726,29827,40732
24656,49017,3632
20600,33175,52402
30650,35058,26500
48307,32708,30700
32881,6371,16523
19237,62561,11183
56341,40286,35762
52043,498,12762
7466,18242,46707
32849,5493,51731
50469,18029,28656
48626,56120,5509
18501,43591,956
53770,64449,44395
60692,42593,7980
34654,39209,58260
64432,58955,6508
62679,62954,37888
22540,26257,17164
62359,362,38620
7175,61951,2897
28093,61895,56521
14620,49052,473
26143,242,48975
13150,15707,55872
14952,3436,55201
5220,15584,57357
8975,6826,32166
24408,27641,16599
49652,18159,49811
61621,46143,22029
10652,3698,1992
